Gene	Non-unique Gene name	Annotation	No. isolates	No. sequences	Avg sequences per isolate	Genome Fragment	Order within Fragment	Accessory Fragment	Accessory Order with Fragment	QC	Min group size nuc	Max group size nuc	Avg group size nuc	GCA_013335335.1	GCA_013335765.1	GCF_000020465.1	GCF_001509575.1	EMN001-megahit_021	GOY005-megahit_001	PES001-megahit_018	PLV001-megahit_001	PLV001-megahit_002	RIG001-megahit_014	specificity	COG_category	Description	Preferred_name	EC	KEGG_ko	KEGG_Module	KEGG_Reaction	KEGG_rclass	PFAMs
group_4913		hypothetical protein	1	1	1	191	2330	95.0	3351.0		1082	1082	1082			01073								none									
group_4914		hypothetical protein	1	1	1	191	2329	95.0	3350.0		755	755	755			01074								none									
group_4915		hypothetical protein	1	1	1	191	2328	95.0	3349.0		569	569	569			01075								none									
group_4916		hypothetical protein	1	1	1	191	2327	95.0	3348.0		1013	1013	1013			01076								none									
group_4917		hypothetical protein	1	1	1	191	2326	95.0	3347.0		875	875	875			01077								none									
group_4918		hypothetical protein	1	1	1	191	2325	95.0	3346.0		1250	1250	1250			01078								none									
group_4919		hypothetical protein	1	1	1	191	2324	95.0	3345.0		131	131	131			01079								none									
group_4920		hypothetical protein	1	1	1	191	1117	95.0	3337.0		404	404	404			01084								none									
group_4921		hypothetical protein	1	1	1	191	1118	95.0	3332.0		128	128	128			01089								none									
group_4922	queE_1	7-carboxy-7-deazaguanine synthase	1	1	1	191	1127	95.0	3324.0		734	734	734			01096								none									
group_4923		hypothetical protein	1	1	1	191	1126	95.0	3323.0		791	791	791			01097								none									
group_4924	cbiM	Cobalt transport protein CbiM	1	1	1	191	1125	95.0	3322.0		764	764	764			01098								none									
group_4925	cbiN	Cobalt transport protein CbiN	1	1	1	191	1124	95.0	3321.0		278	278	278			01099								none									
group_4926	cbiQ	Cobalt transport protein CbiQ	1	1	1	191	1123	95.0	3320.0		794	794	794			01100								none									
group_4927	ecfA3	Energy-coupling factor transporter ATP-binding protein EcfA3	1	1	1	191	1122	95.0	3319.0		854	854	854			01101								none									
group_4928	btuB_4	Vitamin B12 transporter BtuB	1	1	1	191	1121	95.0	3312.0		1985	1985	1985			01102								none									
group_4929	bluB	5,6-dimethylbenzimidazole synthase	1	1	1	191	1120	95.0	3313.0		644	644	644			01103								none									
group_4930		hypothetical protein	1	1	1	191	1144	95.0	385.0		230	230	230			01131								none									
group_4931		hypothetical protein	1	1	1	191	2155	95.0	415.0		203	203	203			01208								none									
group_4932		hypothetical protein	1	1	1	191	1754	95.0	3073.0		629	629	629			01272								none									
group_4933		hypothetical protein	1	1	1	191	1753	95.0	3072.0		647	647	647			01273								none									
group_4934		hypothetical protein	1	1	1	191	1659	95.0	2984.0		839	839	839			01343								none									
group_4935		hypothetical protein	1	1	1	191	1658	95.0	2983.0		446	446	446			01344								none									
parE3		Toxin ParE3	1	1	1	191	1657	95.0	2982.0		299	299	299			01345								none									
group_4937		hypothetical protein	1	1	1	191	1656	95.0	2981.0		287	287	287			01346								none									
group_4938		hypothetical protein	1	1	1	191	1655	95.0	2980.0		344	344	344			01347								none									
group_4939		hypothetical protein	1	1	1	191	1654	95.0	2979.0		338	338	338			01348								none									
group_4940		hypothetical protein	1	1	1	191	1653	95.0	2978.0		290	290	290			01349								none									
xfp		Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	1	1	1	191	1626	95.0	2951.0		2375	2375	2375			01371								none									
group_4942	ackA	Acetate kinase	1	1	1	191	1625	95.0	2950.0		1193	1193	1193			01372								none									
group_4943		hypothetical protein	1	1	1	191	1230	95.0	1183.0		116	116	116			01383								none									
group_4945		hypothetical protein	1	1	1	191	1606	95.0	2929.0		299	299	299			01387								none									
mazF		putative endoribonuclease MazF	1	1	1	191	1605	95.0	2928.0		335	335	335			01388								none									
group_4947		hypothetical protein	1	1	1	191	1604	95.0	2927.0		263	263	263			01389								none									
group_4948	ndoA	Endoribonuclease EndoA	1	1	1	191	1602	95.0	2925.0		338	338	338			01391								none									
group_4949		hypothetical protein	1	1	1	191	1601	95.0	2924.0		257	257	257			01392								none									
group_4950		hypothetical protein	1	1	1	191	1600	95.0	2923.0		2903	2903	2903			01393								none									
group_4951		IS30 family transposase ISAeca1	1	1	1	191	1599	95.0	2922.0		752	752	752			01394								none									
group_4952		hypothetical protein	1	1	1	191	1598	95.0	2921.0		305	305	305			01395								none									
group_4953		hypothetical protein	1	1	1	191	1597	95.0	2920.0		2594	2594	2594			01396								none									
mtnN		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	1	1	1	191	1596	95.0	2919.0		1643	1643	1643			01397								none									
recD_2		RecBCD enzyme subunit RecD	1	1	1	191	1595	95.0	2918.0		239	239	239			01398								none									
group_4956		hypothetical protein	1	1	1	191	1594	95.0	2917.0		965	965	965			01399								none									
group_4957		hypothetical protein	1	1	1	191	1593	95.0	2916.0		92	92	92			01400								none									
recD_3		RecBCD enzyme subunit RecD	1	1	1	191	1592	95.0	2915.0		1766	1766	1766			01401								none									
group_4959	recB	RecBCD enzyme subunit RecB	1	1	1	191	1591	95.0	2914.0		3680	3680	3680			01402								none									
group_4960	recC	RecBCD enzyme subunit RecC	1	1	1	191	1590	95.0	2913.0		3233	3233	3233			01403								none									
group_4962		hypothetical protein	1	1	1	191	1533	95.0	1528.0		143	143	143			01451								none									
group_4963		hypothetical protein	1	1	1	191	4492	95.0	1212.0		176	176	176			01462								none									
group_4964		hypothetical protein	1	1	1	191	4545	95.0	1478.0		992	992	992			01498								none									
group_4965		hypothetical protein	1	1	1	191	4546	95.0	1477.0		467	467	467			01499								none									
group_4966		hypothetical protein	1	1	1	191	4547	95.0	1476.0		278	278	278			01500								none									
group_4967		hypothetical protein	1	1	1	191	4565	95.0	1467.0		407	407	407			01507								none									
group_4968		hypothetical protein	1	1	1	191	4563	95.0	1225.0		191	191	191			01509								none									
group_4969		hypothetical protein	1	1	1	191	4561	95.0	1227.0		650	650	650			01511								none									
recF_2		DNA replication and repair protein RecF	1	1	1	191	4560	95.0	1228.0		1271	1271	1271			01512								none									
group_4971		hypothetical protein	1	1	1	191	4559	95.0	1229.0		650	650	650			01513								none									
group_4972		hypothetical protein	1	1	1	191	4558	95.0	1230.0		749	749	749			01514								none									
group_4973		hypothetical protein	1	1	1	191	4557	95.0	1231.0		545	545	545			01515								none									
group_4974		hypothetical protein	1	1	1	191	4569	95.0	1232.0		2720	2720	2720			01516								none									
group_4975		hypothetical protein	1	1	1	191	4570	95.0	1233.0		1526	1526	1526			01517								none									
group_4976		hypothetical protein	1	1	1	191	4571	95.0	1234.0		3146	3146	3146			01518								none									
group_4977		hypothetical protein	1	1	1	191	4572	95.0	1235.0		146	146	146			01519								none									
group_4978		hypothetical protein	1	1	1	191	4575	95.0	1459.0		488	488	488			01522								none									
mfpA		Pentapeptide repeat protein MfpA	1	1	1	191	4576	95.0	1458.0		581	581	581			01523								none									
group_4980		hypothetical protein	1	1	1	191	4578	95.0	1449.0		185	185	185			01525								none									
group_4981		hypothetical protein	1	1	1	191	4579	95.0	1448.0		2996	2996	2996			01526								none									
group_4982		hypothetical protein	1	1	1	191	4580	95.0	1447.0		551	551	551			01527								none									
group_4983		hypothetical protein	1	1	1	191	4581	95.0	1446.0		458	458	458			01528								none									
group_4984		hypothetical protein	1	1	1	191	4582	95.0	1445.0		404	404	404			01529								none									
group_4985		hypothetical protein	1	1	1	191	4583	95.0	1444.0		485	485	485			01530								none									
group_4986		hypothetical protein	1	1	1	191	4584	95.0	1443.0		512	512	512			01531								none									
group_4987		hypothetical protein	1	1	1	191	4586	95.0	1441.0		233	233	233			01533								none									
group_4988		hypothetical protein	1	1	1	191	4587	95.0	1440.0		689	689	689			01534								none									
group_4989		hypothetical protein	1	1	1	191	4588	95.0	1439.0		218	218	218			01535								none									
group_4990		hypothetical protein	1	1	1	191	4589	95.0	1438.0		383	383	383			01536								none									
group_4991		hypothetical protein	1	1	1	191	4594	95.0	1433.0		2903	2903	2903			01544								none									
group_4992		hypothetical protein	1	1	1	191	4454	95.0	1251.0		146	146	146			01607								none									
group_4993		IS21 family transposase ISAs29	1	1	1	191	4456	95.0	1254.0		725	725	725			01609								none									
group_4994		IS21 family transposase ISAs29	1	1	1	191	4437	95.0	1306.0		725	725	725			01661								none									
group_4995		hypothetical protein	1	1	1	191	4453	95.0	1266.0		236	236	236			01622								none									
group_4996	tolQ_2	Tol-Pal system protein TolQ	1	1	1	191	4451	95.0	1264.0		329	329	329			01624								none									
group_4997	exbD_2	Biopolymer transport protein ExbD	1	1	1	191	4450	95.0	1263.0		407	407	407			01625								none									
group_4998		hypothetical protein	1	1	1	191	4449	95.0	1262.0		659	659	659			01626								none									
group_4999		hypothetical protein	1	1	1	191	4448	95.0	1261.0		287	287	287			01627								none									
group_5		hypothetical protein	1	1	1	191	5655	95.0	1645.0		1379	1379	1379			02186								none									
mntR		HTH-type transcriptional regulator MntR	1	1	1	191	4447	95.0	1260.0		704	704	704			01628								none									
group_5001		hypothetical protein	1	1	1	191	4446	95.0	1259.0		608	608	608			01629								none									
group_5002		hypothetical protein	1	1	1	191	4445	95.0	1258.0		992	992	992			01630								none									
group_5003		hypothetical protein	1	1	1	191	4444	95.0	1257.0		563	563	563			01631								none									
group_5004		hypothetical protein	1	1	1	191	4443	95.0	1256.0		953	953	953			01632								none									
cirA_1		Colicin I receptor	1	1	1	191	4442	95.0	1255.0		695	695	695			01633								none									
group_5006		hypothetical protein	1	1	1	191	4441	95.0	1329.0		1541	1541	1541			01634								none									
group_5007	btuB_6	Vitamin B12 transporter BtuB	1	1	1	191	4440	95.0	1330.0		1142	1142	1142			01635								none									
group_5008		hypothetical protein	1	1	1	191	4690	95.0	1331.0		1331	1331	1331			01636								none									
group_5009		hypothetical protein	1	1	1	191	4691	95.0	1332.0		674	674	674			01637								none									
ytrB		ABC transporter ATP-binding protein YtrB	1	1	1	191	4692	95.0	1333.0		887	887	887			01638								none									
group_5011		hypothetical protein	1	1	1	191	4693	95.0	1334.0		2039	2039	2039			01639								none									
group_5012		hypothetical protein	1	1	1	191	4695	95.0	1336.0		545	545	545			01641								none									
group_5013		hypothetical protein	1	1	1	191	4696	95.0	1337.0		431	431	431			01642								none									
group_5014		hypothetical protein	1	1	1	191	4697	95.0	1338.0		428	428	428			01643								none									
cirA_2		Colicin I receptor	1	1	1	191	4698	95.0	1339.0		1607	1607	1607			01644								none									
group_5016		hypothetical protein	1	1	1	191	4699	95.0	1340.0		218	218	218			01645								none									
group_5017		hypothetical protein	1	1	1	191	4438	95.0	1269.0		536	536	536			01660								none									
group_5018		hypothetical protein	1	1	1	191	4942	95.0	1802.0		260	260	260			01690								none									
bepC_3		Outer membrane efflux protein BepC	1	1	1	191	4990	95.0	1960.0		704	704	704			01735								none									
group_5020		hypothetical protein	1	1	1	191	4991	95.0	1961.0		17984	17984	17984			01736								none									
group_5021		hypothetical protein	1	1	1	191	4992	95.0	1962.0		2474	2474	2474			01737								none									
group_5022		hypothetical protein	1	1	1	191	4994	95.0	1964.0		8477	8477	8477			01739								none									
group_5023	algB	Alginate biosynthesis transcriptional regulatory protein AlgB	1	1	1	191	5103	95.0	1770.0		1337	1337	1337			01815								none									
group_5024	sasA_3	Adaptive-response sensory-kinase SasA	1	1	1	191	5102	95.0	1769.0		1826	1826	1826			01816								none									
group_5025		hypothetical protein	1	1	1	191	5101	95.0	1768.0		92	92	92			01817								none									
group_5026	kdpA	Potassium-transporting ATPase potassium-binding subunit	1	1	1	191	5100	95.0	1764.0		1670	1670	1670			01818								none									
group_5027	kdpB	Potassium-transporting ATPase ATP-binding subunit	1	1	1	191	5099	95.0	1765.0		2084	2084	2084			01819								none									
group_5028	kdpC	Potassium-transporting ATPase KdpC subunit	1	1	1	191	5098	95.0	1766.0		587	587	587			01820								none									
group_5029		hypothetical protein	1	1	1	191	5097	95.0	1767.0		1661	1661	1661			01821								none									
group_5030		hypothetical protein	1	1	1	191	5113	95.0	2079.0		590	590	590			01830								none									
group_5031		hypothetical protein	1	1	1	191	5114	95.0	2080.0		677	677	677			01831								none									
group_5032		hypothetical protein	1	1	1	191	5115	95.0	2081.0		125	125	125			01832								none									
insK		Putative transposase InsK for insertion sequence element IS150	1	1	1	191	5116	95.0	2082.0		221	221	221			01833								none									
group_5034		hypothetical protein	1	1	1	191	5121	95.0	2087.0		323	323	323			01838								none									
group_5035		hypothetical protein	1	1	1	191	5122	95.0	2088.0		1508	1508	1508			01839								none									
group_5036		hypothetical protein	1	1	1	191	5123	95.0	2089.0		146	146	146			01840								none									
group_5037		putative protein	1	1	1	191	5124	95.0	2090.0		1160	1160	1160			01841								none									
group_5038		hypothetical protein	1	1	1	191	5158	95.0	2125.0		1061	1061	1061			01870								none									
group_5039		hypothetical protein	1	1	1	191	5244	95.0	2208.0		635	635	635			01936								none									
group_5040		hypothetical protein	1	1	1	191	5254	95.0	2216.0		371	371	371			01943								none									
group_5041		hypothetical protein	1	1	1	191	5249	95.0	2222.0		1349	1349	1349			01948								none									
group_5042		hypothetical protein	1	1	1	191	5261	95.0	2226.0		5567	5567	5567			01952								none									
group_5043	mshA_8	D-inositol-3-phosphate glycosyltransferase	1	1	1	191	5262	95.0	2227.0		1643	1643	1643			01953								none									
group_5044		hypothetical protein	1	1	1	191	5264	95.0	2230.0		13004	13004	13004			01955								none									
group_5045		hypothetical protein	1	1	1	191	5265	95.0	2231.0		815	815	815			01956								none									
group_5046		hypothetical protein	1	1	1	191	5266	95.0	2232.0		347	347	347			01957								none									
group_5047	gnu	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase	1	1	1	191	5267	95.0	2233.0		992	992	992			01958								none									
group_5048		hypothetical protein	1	1	1	191	5268	95.0	2234.0		1154	1154	1154			01959								none									
group_5049		2-dehydro-3,6-dideoxy-6-sulfogluconate aldolase	1	1	1	191	5269	95.0	2235.0		764	764	764			01960								none									
kynB_1		Kynurenine formamidase	1	1	1	191	5270	95.0	2236.0		671	671	671			01961								none									
group_5051	legF	CMP-N,N'-diacetyllegionaminic acid synthase	1	1	1	191	5271	95.0	2237.0		677	677	677			01962								none									
